class,jo,prod
325,475700BIJ,L-leucine
325,475700BIJ,L-lysine hydrochloride (as lysine)
325,475700BIJ,L-methionine
325,475700BIJ,L-phenylalanine
325,475700BIJ,L-proline
325,475700BIJ,L-serine
325,475700BIJ,L-threonine
325,475700BIJ,L-tryptophan
325,475700BIJ,L-valine
325,475700BIJ,magnesium acetate tetrahydrate
325,475700BIJ,medium chain triglyceride
325,475700BIJ,potassium acetate
325,475700BIJ,sodium acetate trihydrate
325,475700BIJ,sodium chloride
325,475700BIJ,sodium dihydrogen phosphate dihydrate
325,475700BIJ,sodium hydroxide
325,475700BIJ,soybean oil
325,475700BIJ,zinc acetate dihydrate
325,481000BIJ,alanine
325,481000BIJ,arginine
325,481000BIJ,asparaginic acid
325,481000BIJ,calcium chloride dihydrate
325,481000BIJ,glucose monohydrate (as glucose anhydrate)
325,481000BIJ,glutamic acid
325,481000BIJ,glycine
325,481000BIJ,histidine hydrochloride monohydrate (as histidine)
325,481000BIJ,isoleucine
325,481000BIJ,leucine
325,481000BIJ,lysine hydrochloride (as lysine)
325,481000BIJ,magnesium acetate tetrahydrate
325,481000BIJ,medium chain triglyceride
325,481000BIJ,methionine
325,481000BIJ,phenylalanine
325,481000BIJ,potassium acetate
325,481000BIJ,proline
325,481000BIJ,serine
325,481000BIJ,sodium acetate trihydrate
325,481000BIJ,sodium chloride
325,481000BIJ,sodium dihydrogen phosphate dihydrate
325,481000BIJ,sodium hydroxide
325,481000BIJ,soybean oil
325,481000BIJ,threonine
325,481000BIJ,tryptophan
325,481000BIJ,valine
325,481000BIJ,zinc acetate dihydrate
325,482300BIJ,alanine
325,482300BIJ,arginine
325,482300BIJ,asparaginic acid
325,482300BIJ,calcium chloride dihydrate
325,482300BIJ,glucose monohydrate (as glucose anhydrate)
325,482300BIJ,glutamic acid
325,482300BIJ,glycine
325,482300BIJ,histidine hydrochloride monohydrate (as histidine)
325,482300BIJ,isoleucine
325,482300BIJ,leucine
325,482300BIJ,lysine hydrochloride (as lysine)
325,482300BIJ,magnesium acetate tetrahydrate
325,482300BIJ,medium chain triglyceride
325,482300BIJ,methionine
325,482300BIJ,phenylalanine
325,482300BIJ,potassium acetate
325,482300BIJ,proline
325,482300BIJ,serine
325,482300BIJ,sodium acetate trihydrate
325,482300BIJ,sodium chloride
325,482300BIJ,sodium dihydrogen phosphate
325,482300BIJ,sodium hydroxide
325,482300BIJ,soybean oil
325,482300BIJ,threonine
325,482300BIJ,tryptophan
325,482300BIJ,valine
325,482300BIJ,zinc acetate dihydrate
325,485900BIJ,aminoacetic acid(glycine)
325,485900BIJ,calcium chloride
325,485900BIJ,glucose
325,485900BIJ,L-alanine
325,485900BIJ,L-arginine
325,485900BIJ,L-histidine
325,485900BIJ,L-isoleucine
325,485900BIJ,L-leucine
325,485900BIJ,L-lysine hydrochloride
325,485900BIJ,L-methionine
325,485900BIJ,L-phenylalanine
325,485900BIJ,L-proline
325,485900BIJ,L-serine
325,485900BIJ,L-threonine
325,485900BIJ,L-tryptophan
325,485900BIJ,L-tyrosine
325,485900BIJ,L-valine
325,485900BIJ,magnesium chloride
325,485900BIJ,potassium phosphate
325,485900BIJ,purified soybean oil
325,485900BIJ,sodium acetate trihydrate
325,485900BIJ,sodium chloride
325,512500BIJ,aminoacetic acid(glycine)
325,512500BIJ,calcium chloride
325,512500BIJ,glucose
325,512500BIJ,intralipid
325,512500BIJ,L-alanine
325,512500BIJ,L-arginine
325,512500BIJ,L-histidine
325,512500BIJ,L-isoleucine
325,512500BIJ,L-leucine
325,512500BIJ,L-lysine hydrochloride
325,512500BIJ,L-methionine
325,512500BIJ,L-phenylalanine
325,512500BIJ,L-proline
325,512500BIJ,L-serine
325,512500BIJ,L-threonine
325,512500BIJ,L-tryptophan
325,512500BIJ,L-tyrosine
325,512500BIJ,L-valine
325,512500BIJ,magnesium chloride
325,512500BIJ,potassium phosphate
325,512500BIJ,sodium acetate trihydrate
325,512500BIJ,sodium chloride
325,489931BIJ,N(
325,505100BIJ,calcium chloride dihydrate
325,505100BIJ,glucose monohydrate (as glucose
325,505100BIJ,glycine
325,505100BIJ,L-alanine
325,505100BIJ,L-arginine
325,505100BIJ,L-histidine
325,505100BIJ,L-isoleucine
325,505100BIJ,L-leucine
325,505100BIJ,L-lysine acetate
325,505100BIJ,L-methionine
325,505100BIJ,L-phenylalanine
325,505100BIJ,L-proline
325,505100BIJ,L-serine
325,505100BIJ,L-threonine
325,505100BIJ,L-tryptophan
325,505100BIJ,L-tyrosine
325,505100BIJ,L-valine
325,505100BIJ,magnesium sulfate heptahydrate
325,505100BIJ,medium-chain triglycerides
325,505100BIJ,potassium chloride
325,505100BIJ,purified fish oil
325,505100BIJ,purified olive oil
325,505100BIJ,purified soybean oil
325,505100BIJ,sodium acetate trihydrate
325,505100BIJ,sodium glycerophosphate
325,505100BIJ,taurine
325,505100BIJ,zinc sulfate heptahydrate
325,505200BIJ,calcium chloride dihydrate
325,505200BIJ,glucose monohydrate (as glucose
325,505200BIJ,glycine
325,505200BIJ,L-alanine
325,505200BIJ,L-arginine
325,505200BIJ,L-histidine
325,505200BIJ,L-isoleucine
325,505200BIJ,L-leucine
325,505200BIJ,L-lysine acetate
325,505200BIJ,L-methionine
325,505200BIJ,L-phenylalanine
325,505200BIJ,L-proline
325,505200BIJ,L-serine
325,505200BIJ,L-threonine
325,505200BIJ,L-tryptophan
325,505200BIJ,L-tyrosine
325,505200BIJ,L-valine
325,505200BIJ,magnesium sulfate heptahydrate
325,505200BIJ,medium-chain triglycerides
325,505200BIJ,potassium chloride
325,505200BIJ,purified fish oil
325,505200BIJ,purified olive oil
325,505200BIJ,purified soybean oil
325,505200BIJ,sodium acetate trihydrate
325,505200BIJ,sodium glycerophosphate
325,505200BIJ,taurine
325,505200BIJ,zinc sulfate heptahydrate
325,505300BIJ,calcium chloride dihydrate
325,505300BIJ,glucose monohydrate (as glucose
325,505300BIJ,glycine
325,505300BIJ,L-alanine
325,505300BIJ,L-arginine
325,505300BIJ,L-histidine
325,505300BIJ,L-isoleucine
325,505300BIJ,L-leucine
325,505300BIJ,L-lysine acetate
325,505300BIJ,L-methionine
325,505300BIJ,L-phenylalanine
325,505300BIJ,L-proline
325,505300BIJ,L-serine
325,505300BIJ,L-threonine
325,505300BIJ,L-tryptophan
325,505300BIJ,L-tyrosine
325,505300BIJ,L-valine
325,505300BIJ,magnesium sulfate heptahydrate
325,505300BIJ,medium-chain triglycerides
325,505300BIJ,potassium chloride
325,505300BIJ,purified fish oil
325,505300BIJ,purified olive oil
325,505300BIJ,purified soybean oil
325,505300BIJ,sodium acetate trihydrate
325,505300BIJ,sodium glycerophosphate
325,505300BIJ,taurine
325,505300BIJ,zinc sulfate heptahydrate
325,598900BIJ,calcium chloride dihydrate
325,598900BIJ,glucose monohydrate (as glucose
325,598900BIJ,glycine
325,598900BIJ,L-alanine
325,598900BIJ,L-arginine
325,598900BIJ,L-histidine
325,598900BIJ,L-isoleucine
325,598900BIJ,L-leucine
325,598900BIJ,L-lysine acetate
325,598900BIJ,L-methionine
325,598900BIJ,L-phenylalanine
325,598900BIJ,L-proline
325,598900BIJ,L-serine
325,598900BIJ,L-threonine
325,598900BIJ,L-tryptophan
325,598900BIJ,L-tyrosine
325,598900BIJ,L-valine
325,598900BIJ,magnesium sulfate heptahydrate
325,598900BIJ,medium-chain triglycerides
325,598900BIJ,potassium chloride
325,598900BIJ,purified fish oil
325,598900BIJ,purified olive oil
325,598900BIJ,purified soybean oil
325,598900BIJ,sodium acetate trihydrate
325,598900BIJ,sodium glycerophosphate
325,598900BIJ,taurine
325,598900BIJ,zinc sulfate heptahydrate
325,607900BIJ,calcium chloride dihydrate
325,607900BIJ,glucose monohydrate (as glucose
325,607900BIJ,glycine
325,607900BIJ,L-alanine
325,607900BIJ,L-arginine
325,607900BIJ,L-histidine
325,607900BIJ,L-isoleucine
325,607900BIJ,L-leucine
325,607900BIJ,L-lysine acetate
325,607900BIJ,L-methionine
325,607900BIJ,L-phenylalanine
325,607900BIJ,L-proline
325,607900BIJ,L-serine
325,607900BIJ,L-threonine
325,607900BIJ,L-tryptophan
325,607900BIJ,L-tyrosine
325,607900BIJ,L-valine
325,607900BIJ,magnesium sulfate heptahydrate
325,607900BIJ,medium-chain triglycerides
325,607900BIJ,potassium chloride
325,607900BIJ,purified fish oil
325,607900BIJ,purified olive oil
325,607900BIJ,purified soybean oil
325,607900BIJ,sodium acetate trihydrate
325,607900BIJ,sodium glycerophosphate
325,607900BIJ,taurine
325,607900BIJ,zinc sulfate heptahydrate
325,608000BIJ,calcium chloride dihydrate
325,608000BIJ,glucose monohydrate (as glucose
325,608000BIJ,glycine
325,608000BIJ,L-alanine
325,608000BIJ,L-arginine
325,608000BIJ,L-histidine
325,608000BIJ,L-isoleucine
325,608000BIJ,L-leucine
325,608000BIJ,L-lysine acetate
325,608000BIJ,L-methionine
325,608000BIJ,L-phenylalanine
325,608000BIJ,L-proline
325,608000BIJ,L-serine
325,608000BIJ,L-threonine
325,608000BIJ,L-tryptophan
325,608000BIJ,L-tyrosine
325,608000BIJ,L-valine
325,608000BIJ,magnesium sulfate heptahydrate
325,608000BIJ,medium-chain triglycerides
325,608000BIJ,potassium chloride
325,608000BIJ,purified fish oil
325,608000BIJ,purified olive oil
325,608000BIJ,purified soybean oil
325,608000BIJ,sodium acetate trihydrate
325,608000BIJ,sodium glycerophosphate
325,608000BIJ,taurine
325,608000BIJ,zinc sulfate heptahydrate
325,635400BIJ,calcium chloride dihydrate
325,635400BIJ,glucose monohydrate (as glucose
325,635400BIJ,glycine
325,635400BIJ,L-alanine
325,635400BIJ,L-arginine
325,635400BIJ,L-histidine
325,635400BIJ,L-isoleucine
325,635400BIJ,L-leucine
325,635400BIJ,L-lysine acetate
325,635400BIJ,L-methionine
325,635400BIJ,L-phenylalanine
325,635400BIJ,L-proline
325,635400BIJ,L-serine
325,635400BIJ,L-threonine
325,635400BIJ,L-tryptophan
325,635400BIJ,L-tyrosine
325,635400BIJ,L-valine
325,635400BIJ,magnesium sulfate heptahydrate
325,635400BIJ,medium-chain triglycerides
325,635400BIJ,potassium chloride
325,635400BIJ,purified fish oil
325,635400BIJ,purified olive oil
325,635400BIJ,purified soybean oil
325,635400BIJ,sodium acetate trihydrate
325,635400BIJ,sodium glycerophosphate
325,635400BIJ,taurine
325,635400BIJ,zinc sulfate heptahydrate
325,635500BIJ,calcium chloride dihydrate
325,635500BIJ,glucose monohydrate (as glucose
325,635500BIJ,glycine
325,635500BIJ,L-alanine
325,635500BIJ,L-arginine
325,635500BIJ,L-histidine
325,635500BIJ,L-isoleucine
325,635500BIJ,L-leucine
325,635500BIJ,L-lysine acetate
325,635500BIJ,L-methionine
325,635500BIJ,L-phenylalanine
325,635500BIJ,L-proline
325,635500BIJ,L-serine
325,635500BIJ,L-threonine
325,635500BIJ,L-tryptophan
325,635500BIJ,L-tyrosine
325,635500BIJ,L-valine
325,635500BIJ,magnesium sulfate heptahydrate
325,635500BIJ,medium-chain triglycerides
325,635500BIJ,potassium chloride
325,635500BIJ,purified fish oil
325,635500BIJ,purified olive oil
325,635500BIJ,purified soybean oil
325,635500BIJ,sodium acetate trihydrate
325,635500BIJ,sodium glycerophosphate
325,635500BIJ,taurine
325,635500BIJ,zinc sulfate heptahydrate
325,636600BIJ,calcium chloride dihydrate
325,636600BIJ,glucose monohydrate (as glucose
325,636600BIJ,glycine
325,636600BIJ,L-alanine
325,636600BIJ,L-arginine
325,636600BIJ,L-histidine
325,636600BIJ,L-isoleucine
325,636600BIJ,L-leucine
325,636600BIJ,L-lysine acetate
325,636600BIJ,L-methionine
325,636600BIJ,L-phenylalanine
325,636600BIJ,L-proline
325,636600BIJ,L-serine
325,636600BIJ,L-threonine
325,636600BIJ,L-tryptophan
325,636600BIJ,L-tyrosine
325,636600BIJ,L-valine
325,636600BIJ,magnesium sulfate heptahydrate
325,636600BIJ,medium-chain triglycerides
325,636600BIJ,potassium chloride
325,636600BIJ,purified fish oil
325,636600BIJ,purified olive oil
325,636600BIJ,purified soybean oil
325,636600BIJ,sodium acetate trihydrate
325,636600BIJ,sodium glycerophosphate
325,636600BIJ,taurine
325,636600BIJ,zinc sulfate heptahydrate
325,524200BIJ,calcium chloride dihydrate
325,524200BIJ,glucose monohydrate (as glucose
325,524200BIJ,glycine
325,524200BIJ,L-alanine
325,524200BIJ,L-arginine
325,524200BIJ,L-histidine
325,524200BIJ,L-isoleucine
325,524200BIJ,L-leucine
325,524200BIJ,L-lysine HCL
325,524200BIJ,L-methionine
325,524200BIJ,L-phenylalanine
325,524200BIJ,L-proline
325,524200BIJ,L-serine
325,524200BIJ,L-threonine
325,524200BIJ,L-tryptophan
325,524200BIJ,L-tyrosine
325,524200BIJ,L-valine
325,524200BIJ,magnesium sulfate heptahydrate
325,524200BIJ,medium-chain triglycerides
325,524200BIJ,potassium chloride
325,524200BIJ,purified fish oil
325,524200BIJ,purified olive oil
325,524200BIJ,purified soybean oil
325,524200BIJ,sodium acetate trihydrate
325,524200BIJ,sodium glycerophosphate
325,524200BIJ,zinc sulfate heptahydrate
325,524300BIJ,calcium chloride dihydrate
325,524300BIJ,glucose monohydrate (as glucose
325,524300BIJ,glycine
325,524300BIJ,L-alanine
325,524300BIJ,L-arginine
325,524300BIJ,L-histidine
325,524300BIJ,L-isoleucine
325,524300BIJ,L-leucine
325,524300BIJ,L-lysine HCL
325,524300BIJ,L-methionine
325,524300BIJ,L-phenylalanine
325,524300BIJ,L-proline
325,524300BIJ,L-serine
325,524300BIJ,L-threonine
325,524300BIJ,L-tryptophan
325,524300BIJ,L-tyrosine
325,524300BIJ,L-valine
325,524300BIJ,magnesium sulfate heptahydrate
325,524300BIJ,medium-chain triglycerides
325,524300BIJ,potassium chloride
325,524300BIJ,purified fish oil
325,524300BIJ,purified olive oil
325,524300BIJ,purified soybean oil
325,524300BIJ,sodium acetate trihydrate
325,524300BIJ,sodium glycerophosphate
325,524300BIJ,zinc sulfate heptahydrate
325,526700BIJ,calcium chloride dihydrate
325,526700BIJ,glucose monohydrate (as glucose
325,526700BIJ,glycine
325,526700BIJ,L-alanine
325,526700BIJ,L-arginine
325,526700BIJ,L-histidine
325,526700BIJ,L-isoleucine
325,526700BIJ,L-leucine
325,526700BIJ,L-lysine HCL
325,526700BIJ,L-methionine
325,526700BIJ,L-phenylalanine
325,526700BIJ,L-proline
325,526700BIJ,L-serine
325,526700BIJ,L-threonine
325,526700BIJ,L-tryptophan
325,526700BIJ,L-tyrosine
325,526700BIJ,L-valine
325,526700BIJ,magnesium sulfate heptahydrate
325,526700BIJ,medium-chain triglycerides
325,526700BIJ,potassium chloride
325,526700BIJ,purified fish oil
325,526700BIJ,purified olive oil
325,526700BIJ,purified soybean oil
325,526700BIJ,sodium acetate trihydrate
325,526700BIJ,sodium glycerophosphate
325,526700BIJ,zinc sulfate heptahydrate
325,687300BIJ,calcium chloride dihydrate
325,687300BIJ,glucose monohydrate (as glucose
325,687300BIJ,glycine
325,687300BIJ,L-alanine
325,687300BIJ,L-arginine
325,687300BIJ,L-histidine
325,687300BIJ,L-isoleucine
325,687300BIJ,L-leucine
325,687300BIJ,L-lysine HCL
325,687300BIJ,L-methionine
325,687300BIJ,L-phenylalanine
325,687300BIJ,L-proline
325,687300BIJ,L-serine
325,687300BIJ,L-threonine
325,687300BIJ,L-tryptophan
325,687300BIJ,L-tyrosine
325,687300BIJ,L-valine
325,687300BIJ,magnesium sulfate heptahydrate
325,687300BIJ,medium-chain triglycerides
325,687300BIJ,potassium chloride
325,687300BIJ,purified fish oil
325,687300BIJ,purified olive oil
325,687300BIJ,purified soybean oil
325,687300BIJ,sodium acetate trihydrate
325,687300BIJ,sodium glycerophosphate pentahydrate  (as sodium glycerophosphate
325,687300BIJ,zinc sulfate heptahydrate
325,524400BIJ,calcium chloride dihydrate
325,524400BIJ,glucose monohydrate (as glucose
325,524400BIJ,glycine
325,524400BIJ,L-alanine
325,524400BIJ,L-arginine
325,524400BIJ,L-histidine
325,524400BIJ,L-isoleucine
325,524400BIJ,L-leucine
325,524400BIJ,L-lysine HCL
325,524400BIJ,L-methionine
325,524400BIJ,L-phenylalanine
325,524400BIJ,L-proline
325,524400BIJ,L-serine
325,524400BIJ,L-threonine
325,524400BIJ,L-tryptophan
325,524400BIJ,L-tyrosine
325,524400BIJ,L-valine
325,524400BIJ,magnesium sulfate heptahydrate
325,524400BIJ,medium-chain triglycerides
325,524400BIJ,potassium chloride
325,524400BIJ,purified fish oil
325,524400BIJ,purified olive oil
325,524400BIJ,purified soybean oil
325,524400BIJ,sodium acetate trihydrate
325,524400BIJ,sodium glycerophosphate
325,524400BIJ,zinc sulfate heptahydrate
325,524500BIJ,calcium chloride dihydrate
325,524500BIJ,glucose monohydrate (as glucose
325,524500BIJ,glycine
325,524500BIJ,L-alanine
325,524500BIJ,L-arginine
325,524500BIJ,L-histidine
325,524500BIJ,L-isoleucine
325,524500BIJ,L-leucine
325,524500BIJ,L-lysine HCL
325,524500BIJ,L-methionine
325,524500BIJ,L-phenylalanine
325,524500BIJ,L-proline
325,524500BIJ,L-serine
325,524500BIJ,L-threonine
325,524500BIJ,L-tryptophan
325,524500BIJ,L-tyrosine
325,524500BIJ,L-valine
325,524500BIJ,magnesium sulfate heptahydrate
325,524500BIJ,medium-chain triglycerides
325,524500BIJ,potassium chloride
325,524500BIJ,purified fish oil
325,524500BIJ,purified olive oil
325,524500BIJ,purified soybean oil
325,524500BIJ,sodium acetate trihydrate
325,524500BIJ,sodium glycerophosphate
325,524500BIJ,zinc sulfate heptahydrate
325,524600BIJ,calcium chloride dihydrate
325,524600BIJ,glucose monohydrate (as glucose
325,524600BIJ,glycine
325,524600BIJ,L-alanine
325,524600BIJ,L-arginine
325,524600BIJ,L-histidine
325,524600BIJ,L-isoleucine
325,524600BIJ,L-leucine
325,524600BIJ,L-lysine HCL
325,524600BIJ,L-methionine
325,524600BIJ,L-phenylalanine
325,524600BIJ,L-proline
325,524600BIJ,L-serine
325,524600BIJ,L-threonine
325,524600BIJ,L-tryptophan
325,524600BIJ,L-tyrosine
325,524600BIJ,L-valine
325,524600BIJ,magnesium sulfate heptahydrate
325,524600BIJ,medium-chain triglycerides
325,524600BIJ,potassium chloride
325,524600BIJ,purified fish oil
325,524600BIJ,purified olive oil
325,524600BIJ,purified soybean oil
325,524600BIJ,sodium acetate trihydrate
325,524600BIJ,sodium glycerophosphate
325,524600BIJ,zinc sulfate heptahydrate
325,667700BIJ,calcium chloride dihydrate
325,667700BIJ,glucose monohydrate (as glucose
325,667700BIJ,glycine
325,667700BIJ,L-alanine
325,667700BIJ,L-arginine
325,667700BIJ,L-histidine
325,667700BIJ,L-isoleucine
325,667700BIJ,L-leucine
325,667700BIJ,L-lysine hydrochloride
325,667700BIJ,L-methionine
325,667700BIJ,L-phenylalanine
325,667700BIJ,L-proline
325,667700BIJ,L-serine
325,667700BIJ,L-threonine
325,667700BIJ,L-tryptophan
325,667700BIJ,L-tyrosine
325,667700BIJ,L-valine
325,667700BIJ,magnesium sulfate heptahydrate
325,667700BIJ,medium-chain triglycerides
325,667700BIJ,potassium chloride
325,667700BIJ,purified fish oil
325,667700BIJ,purified olive oil
325,667700BIJ,purified soybean oil
325,667700BIJ,sodium acetate trihydrate
325,667700BIJ,sodium glycerophosphate
325,667700BIJ,zinc sulfate heptahydrate
325,712100BIJ,calcium chloride dihydrate
325,712100BIJ,glucose monohydrate (as glucose
325,712100BIJ,glycine
325,712100BIJ,L-alanine
325,712100BIJ,L-arginine
325,712100BIJ,L-histidine
325,712100BIJ,L-isoleucine
325,712100BIJ,L-leucine
325,712100BIJ,L-lysine hydrochloride
325,712100BIJ,L-methionine
325,712100BIJ,L-phenylalanine
325,712100BIJ,L-proline
325,712100BIJ,L-serine
325,712100BIJ,L-threonine
325,712100BIJ,L-tryptophan
325,712100BIJ,L-tyrosine
325,712100BIJ,L-valine
325,712100BIJ,magnesium sulphate heptahydrate
325,712100BIJ,medium-chain triglycerides
325,712100BIJ,potassium chloride
325,712100BIJ,purified fish oil
325,712100BIJ,purified olive oil
325,712100BIJ,purified soybean oil
325,712100BIJ,sodium acetate trihydrate
325,712100BIJ,sodium glycerophosphate
325,712100BIJ,zinc sulphate heptahydrate
325,619400BIJ,calcium chloride dihydrate
325,619400BIJ,glucose monohydrate
325,619400BIJ,glycine
325,619400BIJ,L-alanine
325,619400BIJ,L-arginine
325,619400BIJ,L-aspartic acid
325,619400BIJ,L-glutamic acid
325,619400BIJ,L-histidine
325,619400BIJ,L-isoleucine
325,619400BIJ,L-leucine
325,619400BIJ,L-lysine acetate
325,619400BIJ,L-methionine
325,619400BIJ,L-phenylalanine
325,619400BIJ,L-proline
325,619400BIJ,L-serine
325,619400BIJ,L-threonine
325,619400BIJ,L-tryptophan
325,619400BIJ,L-tyrosine
325,619400BIJ,L-valine
325,619400BIJ,magnesium chloride hexahydrate
325,619400BIJ,potassium chloride
325,619400BIJ,purified olive oil and purified soybean oil(
325,619400BIJ,sodium acetate trihydrate
325,619400BIJ,sodium glycerophosphate hydrate
325,619500BIJ,calcium chloride dihydrate
325,619500BIJ,glucose monohydrate
325,619500BIJ,glycine
325,619500BIJ,L-alanine
325,619500BIJ,L-arginine
325,619500BIJ,L-aspartic acid
325,619500BIJ,L-glutamic acid
325,619500BIJ,L-histidine
325,619500BIJ,L-isoleucine
325,619500BIJ,L-leucine
325,619500BIJ,L-lysine acetate
325,619500BIJ,L-methionine
325,619500BIJ,L-phenylalanine
325,619500BIJ,L-proline
325,619500BIJ,L-serine
325,619500BIJ,L-threonine
325,619500BIJ,L-tryptophan
325,619500BIJ,L-tyrosine
325,619500BIJ,L-valine
325,619500BIJ,magnesium chloride hexahydrate
325,619500BIJ,potassium chloride
325,619500BIJ,purified olive oil and purified soybean oil(
325,619500BIJ,sodium acetate trihydrate
325,619500BIJ,sodium glycerophosphate hydrate
325,619600BIJ,calcium chloride dihydrate
325,619600BIJ,glucose monohydrate
325,619600BIJ,glycine
325,619600BIJ,L-alanine
325,619600BIJ,L-arginine
325,619600BIJ,L-aspartic acid
325,619600BIJ,L-glutamic acid
325,619600BIJ,L-histidine
325,619600BIJ,L-isoleucine
325,619600BIJ,L-leucine
